AG.01	N-1323145	17.6	-61.8	Barbuda
MR.14	N13492949	18.2	-15.9	Nuwakshut ash Shamaliyah
MR.01	N-1401319	18.9	-7.0	Wilaya du Hodh Charghi
MR.01	N-1401319	18.9	-7.0	Region du Hodh Ech Chargui
MR.01	N-1401319	18.9	-7.0	Wilayat al Hawd ash Sharqi
MR.01	N-1401319	18.9	-7.0	Cercle de Nema
MR.01	N-1401319	18.9	-7.0	Premiere Region
MR.01	N-1401319	18.9	-7.0	Cercle du Hodh-Oriental
MR.01	N-1401319	18.9	-7.0	I
MR.01	N-1401319	18.9	-7.0	Number 1
MR.01	N-1401319	18.9	-7.0	الحوض الشرقي
MR.01	N-1401319	18.9	-7.0	Hodh ech Chargui
MR.01	N-1401319	18.9	-7.0	Hodh ech Chargui
MR.01	N-1401319	18.9	-7.0	Al Hawd ash Sharqi
MR.01	N-1401319	18.9	-7.0	Hodh Chargui
MR.01	N-1401319	18.9	-7.0	Hodh El Charghi
MR.01	N-1401319	18.9	-7.0	Hodh El Chargui
MR.01	N-1401319	18.9	-7.0	الحوض الشرقي
MR.08	N-1399912	20.7	-16.2	داخلة انواذيبو
MR.08	N-1399912	20.7	-16.2	Region de Dakhlet Nouadhibou
MR.08	N-1399912	20.7	-16.2	Nouadibou Region
MR.08	N-1399912	20.7	-16.2	داخلت انواذيبو
MR.08	N-1399912	20.7	-16.2	ولاية داخلت نواذيبو
MR.08	N-1399912	20.7	-16.2	Dakhlet Nouadhibou
MR.08	N-1399912	20.7	-16.2	Wilayat Dakhlat Nuwadhibu
MR.08	N-1399912	20.7	-16.2	Dakhlet Nouadhibou
MR.08	N-1399912	20.7	-16.2	Number 8
MR.08	N-1399912	20.7	-16.2	VIII
MR.08	N-1399912	20.7	-16.2	Huitieme Region
MR.08	N-1399912	20.7	-16.2	Be du Levrier
MR.08	N-1399912	20.7	-16.2	Cercle de la Baie du Levrier
MR.08	N-1399912	20.7	-16.2	Dakhlat Anuwadhibu
MR.08	N-1399912	20.7	-16.2	Wilayat Dakhlat Anuwadhibu
MR.08	N-1399912	20.7	-16.2	Dakhlat Nuwadhibu
MR.08	N-1399912	20.7	-16.2	داخلت انواذيبو
MR.08	N-1399912	20.7	-16.2	داخلت نواذيبو
MR.11	N-1404367	24.2	-9.5	Wilayat Tirs Zamur
MR.11	N-1404367	24.2	-9.5	Tirs Zamur
MR.11	N-1404367	24.2	-9.5	Wilaya de Tiris Zemmour
MR.11	N-1404367	24.2	-9.5	Region du Tiris Zemmour
MR.11	N-1404367	24.2	-9.5	XI
MR.11	N-1404367	24.2	-9.5	Tiris Zemmour
MR.11	N-1404367	24.2	-9.5	Tiris Zemmour
MR.11	N-1404367	24.2	-9.5	Wilayat Tiris Zumur
MR.11	N-1404367	24.2	-9.5	Onzieme Region
MR.11	N-1404367	24.2	-9.5	تيرس زمور
MR.11	N-1404367	24.2	-9.5	تيرس زمور
MR.06	N-1404614	17.9	-14.8	الترارزة
MR.06	N-1404614	17.9	-14.8	Wilayat Atrarzah
MR.06	N-1404614	17.9	-14.8	Atrarzah
MR.06	N-1404614	17.9	-14.8	At Trarzah
MR.06	N-1404614	17.9	-14.8	Wilayat At Trarzah
MR.06	N-1404614	17.9	-14.8	Wilaya de Trarza
MR.06	N-1404614	17.9	-14.8	Region du Trarza
MR.06	N-1404614	17.9	-14.8	VI
MR.06	N-1404614	17.9	-14.8	Trarza
MR.06	N-1404614	17.9	-14.8	Trarza
MR.06	N-1404614	17.9	-14.8	Wilayat at Tararzah
MR.06	N-1404614	17.9	-14.8	Sixieme Region
MR.06	N-1404614	17.9	-14.8	اترارزة
MR.06	N-1404614	17.9	-14.8	ولاية الترارزة
MR.06	N-1404614	17.9	-14.8	اترارزة
MR.13	N-1402902	18.3	-16.0	نواكشوط الغربية
MR.13	N-1402902	18.3	-16.0	District de Nouakchott
MR.13	N-1402902	18.3	-16.0	Wilaya de Nouakchott
MR.13	N-1402902	18.3	-16.0	Nouakchott
MR.13	N-1402902	18.3	-16.0	Nuwakshut
MR.13	N-1402902	18.3	-16.0	ولاية انواكشوط
MR.13	N-1402902	18.3	-16.0	ولاية نواكشوط
MR.13	N-1402902	18.3	-16.0	Nouakchott Ouest
MR.13	N-1402902	18.3	-16.0	Nouakchott Ouest
MR.13	N-1402902	18.3	-16.0	انواكشوط الغربية
MR.13	N-1402902	18.3	-16.0	انواكشوط الغربية
MR.13	N-1402902	18.3	-16.0	Anuwakshut al Gharbiyah
MR.13	N-1402902	18.3	-16.0	Wilayat Anuwakshut al Gharbiyah
MR.13	N-1402902	18.3	-16.0	Nuwakshut al Gharbiyah
MR.02	N-1401320	16.6	-9.8	Deuxieme Region
MR.02	N-1401320	16.6	-9.8	Al Hawd al Gharbi
MR.02	N-1401320	16.6	-9.8	II
MR.02	N-1401320	16.6	-9.8	Hodh El Gharbi
MR.02	N-1401320	16.6	-9.8	Hodh El Gharbi
MR.02	N-1401320	16.6	-9.8	الحوض الغربي
MR.02	N-1401320	16.6	-9.8	Number 2
MR.02	N-1401320	16.6	-9.8	الحوض الغربي
MR.02	N-1401320	16.6	-9.8	Region du Hodh El Gharbi
MR.02	N-1401320	16.6	-9.8	Wilaya du Hodh el Gharby
MR.02	N-1401320	16.6	-9.8	Wilayat al Hawd al Gharbi
MR.02	N-1401320	16.6	-9.8	Cecle du Hodh Occidental
MR.07	N-1398358	20.8	-10.2	Septieme Region
MR.07	N-1398358	20.8	-10.2	Adrar
MR.07	N-1398358	20.8	-10.2	Region de l'Adrar
MR.07	N-1398358	20.8	-10.2	Adrar
MR.07	N-1398358	20.8	-10.2	Adrar
MR.07	N-1398358	20.8	-10.2	VII
MR.07	N-1398358	20.8	-10.2	Wilayat Adrar
MR.07	N-1398358	20.8	-10.2	آدرار
MR.07	N-1398358	20.8	-10.2	آدرار
MR.03	N-1398990	16.6	-11.6	Troisieme Region
MR.03	N-1398990	16.6	-11.6	La`sabah
MR.03	N-1398990	16.6	-11.6	Wilayat La`sabah
MR.03	N-1398990	16.6	-11.6	Al `Assabah
MR.03	N-1398990	16.6	-11.6	Assaba
MR.03	N-1398990	16.6	-11.6	Assaba
MR.03	N-1398990	16.6	-11.6	III
MR.03	N-1398990	16.6	-11.6	العصابة
MR.03	N-1398990	16.6	-11.6	لعصابة
MR.03	N-1398990	16.6	-11.6	ولاية العصابة
MR.03	N-1398990	16.6	-11.6	لعصابة
MR.03	N-1398990	16.6	-11.6	Wilayat al `Assabah
MR.03	N-1398990	16.6	-11.6	Region d'El 'Acaba
MR.03	N-1398990	16.6	-11.6	Region de l'Assaba
MR.09	N-1403804	18.7	-10.3	Takanat
MR.09	N-1403804	18.7	-10.3	Region du Tagant
MR.09	N-1403804	18.7	-10.3	Tagant
MR.09	N-1403804	18.7	-10.3	Tagant
MR.09	N-1403804	18.7	-10.3	IX
MR.09	N-1403804	18.7	-10.3	Wilayat Takanat
MR.09	N-1403804	18.7	-10.3	تكانت
MR.09	N-1403804	18.7	-10.3	تكانت
MR.09	N-1403804	18.7	-10.3	Neuvieme Region
MR.05	N-1399701	17.2	-13.4	Cinquieme Region
MR.05	N-1399701	17.2	-13.4	Al Baraknah
MR.05	N-1399701	17.2	-13.4	Libraknah
MR.05	N-1399701	17.2	-13.4	Wilayat Libraknah
MR.05	N-1399701	17.2	-13.4	Region du Brakna
MR.05	N-1399701	17.2	-13.4	Brakna
MR.05	N-1399701	17.2	-13.4	Brakna
MR.05	N-1399701	17.2	-13.4	V
MR.05	N-1399701	17.2	-13.4	Wilayat al Baraknah
MR.05	N-1399701	17.2	-13.4	البراكنة
MR.05	N-1399701	17.2	-13.4	ولاية البراكنة
MR.05	N-1399701	17.2	-13.4	لبراكنة
MR.05	N-1399701	17.2	-13.4	لبراكنة
MR.04	N-1400959	16.0	-12.8	Quatrieme Region
MR.04	N-1400959	16.0	-12.8	Wilayat Kurkul
MR.04	N-1400959	16.0	-12.8	Kurkul
MR.04	N-1400959	16.0	-12.8	Region du Gorgol
MR.04	N-1400959	16.0	-12.8	Gorgol
MR.04	N-1400959	16.0	-12.8	IV
MR.04	N-1400959	16.0	-12.8	Wilayat Kurkul
MR.04	N-1400959	16.0	-12.8	Number 4
MR.04	N-1400959	16.0	-12.8	غورغول
MR.04	N-1400959	16.0	-12.8	كركول
MR.04	N-1400959	16.0	-12.8	كوركول
MR.04	N-1400959	16.0	-12.8	كوركول
MR.04	N-1400959	16.0	-12.8	ولاية كركول
MR.04	N-1400959	16.0	-12.8	Gorgol
MR.04	N-1400959	16.0	-12.8	Cercle du Gorgol
MR.10	N-1401127	15.4	-12.1	Guidimakha
MR.10	N-1401127	15.4	-12.1	كيد ماغه
MR.10	N-1401127	15.4	-12.1	Dixieme Region
MR.10	N-1401127	15.4	-12.1	Wilayat Kidi Magha
MR.10	N-1401127	15.4	-12.1	Kidi Magha
MR.10	N-1401127	15.4	-12.1	Wilaya du Guidimakha
MR.10	N-1401127	15.4	-12.1	Region du Guidimaka
MR.10	N-1401127	15.4	-12.1	Wilaya du Guidimagha
MR.10	N-1401127	15.4	-12.1	Wilaya du Guidimagka
MR.10	N-1401127	15.4	-12.1	Guidimaka
MR.10	N-1401127	15.4	-12.1	Guidimaka
MR.10	N-1401127	15.4	-12.1	X
MR.10	N-1401127	15.4	-12.1	Wilayat Kidi Maghah
MR.10	N-1401127	15.4	-12.1	Guidimagha
MR.10	N-1401127	15.4	-12.1	كيدي ماغة
MR.10	N-1401127	15.4	-12.1	ولاية كيدي ماغة
MR.10	N-1401127	15.4	-12.1	كيدي ماغا
MR.10	N-1401127	15.4	-12.1	كيدي ماغا
MR.12	N-1401442	20.0	-15.1	Douzieme Region
MR.12	N-1401442	20.0	-15.1	Wilayat Inshiri
MR.12	N-1401442	20.0	-15.1	Inshiri
MR.12	N-1401442	20.0	-15.1	Region de l'Inchiri
MR.12	N-1401442	20.0	-15.1	Inchiri
MR.12	N-1401442	20.0	-15.1	Inchiri
MR.12	N-1401442	20.0	-15.1	XII
MR.12	N-1401442	20.0	-15.1	Wilayat Inshiri
MR.12	N-1401442	20.0	-15.1	إينشيري
MR.12	N-1401442	20.0	-15.1	ولاية إينشيري
MR.12	N-1401442	20.0	-15.1	إنشيري
MR.12	N-1401442	20.0	-15.1	إنشيري
MR.15	N13492953	18.0	-15.9	Nouakchott Sud
MR.15	N13492953	18.0	-15.9	Nouakchott
MR.15	N13492953	18.0	-15.9	Wilaya de Nouakchott
MR.15	N13492953	18.0	-15.9	نواكشوط الجنوبية
MR.15	N13492953	18.0	-15.9	انواكشوط الجنوبية
MR.15	N13492953	18.0	-15.9	انواكشوط الجنوبية
MR.15	N13492953	18.0	-15.9	Nouakchott Sud
MR.15	N13492953	18.0	-15.9	Anuwakshut al Janubiyah
MR.15	N13492953	18.0	-15.9	Wilayat Anuwakshut al Janubiyah
MR.15	N13492953	18.0	-15.9	Nuwakshut al Janubiyah
MT.05	N11534040	35.8	14.5	Birzebbuga
MT.32	N11534641	35.9	14.6	Marsaskala
MT.33	N11534642	35.8	14.6	Marsaxlokk
MT.06	N11534041	35.9	14.5	Bormla
MT.40	N11535782	35.9	14.5	Pembroke
MT.59	N11536203	35.9	14.5	Ta' Xbiex
MT.39	N11535781	35.9	14.5	Paola
MT.51	N11535794	35.9	14.5	Santa Lucija
MT.51	N11535794	35.9	14.5	Saint Lucia
MT.52	N11535795	35.9	14.4	Saint Paul's Bay
MT.52	N11535795	35.9	14.4	San Pawl il-Bahar
MT.49	N11535792	35.9	14.5	San Giljan
MT.49	N11535792	35.9	14.5	Saint Julian
MT.50	N11535793	36.0	14.2	Saint Lawrence
MT.50	N11535793	36.0	14.2	San Lawrenz
MT.53	N11535796	35.9	14.5	Saint Venera
MT.53	N11535796	35.9	14.5	Santa Venera
MT.48	N11535791	35.9	14.5	San Gwann
MT.48	N11535791	35.9	14.5	Saint John
MT.11	N11534051	36.0	14.3	Ghajnsielem
MT.04	N11534038	35.9	14.5	Birkirkara
MT.37	N11534646	36.0	14.3	In-Nadur
MT.37	N11534646	36.0	14.3	Nadur
MT.38	N11534647	35.9	14.4	In-Naxxar
MT.38	N11534647	35.9	14.4	Naxxar
MT.41	N11535783	35.9	14.5	Pietà
MT.41	N11535783	35.9	14.5	Pieta
MT.42	N11535784	36.0	14.3	Il-Qala
MT.42	N11535784	36.0	14.3	Qala
MT.43	N11535785	35.9	14.5	Hal Qormi
MT.43	N11535785	35.9	14.5	Qormi
MT.44	N11535786	35.8	14.5	Il-Qrendi
MT.44	N11535786	35.8	14.5	Qrendi
MT.45	N11535787	35.9	14.4	Ir-Rabat
MT.45	N11535787	35.9	14.4	Rabat
MT.46	N11535788	36.0	14.2	Ir-Rabat
MT.46	N11535788	36.0	14.2	Rabat
MT.47	N11535790	35.8	14.5	Hal Safi
MT.47	N11535790	35.8	14.5	Safi
MT.54	N11535797	36.0	14.3	Sannat
MT.54	N11535797	36.0	14.3	Sannat
MT.55	N11535799	35.8	14.4	Is-Siggiewi
MT.55	N11535799	35.8	14.4	Siggiewi
MT.56	N11535800	35.9	14.5	Sliema
MT.56	N11535800	35.9	14.5	Sliema
MT.57	N11536201	35.9	14.5	Is-Swieqi
MT.57	N11536201	35.9	14.5	Swieqi
MT.58	N11536202	35.9	14.5	Hal Tarxien
MT.58	N11536202	35.9	14.5	Tarxien
MT.60	N11536204	35.9	14.5	Il-Belt Valletta
MT.60	N11536204	35.9	14.5	Valletta
MT.61	N11536387	36.1	14.3	Ix-Xaghra
MT.61	N11536387	36.1	14.3	Xaghra
MT.62	N11536390	36.0	14.3	Ix-Xewkija
MT.62	N11536390	36.0	14.3	Xewkija
MT.63	N11536393	35.9	14.5	Ix-Xghajra
MT.63	N11536393	35.9	14.5	Xghajra
MT.64	N11536394	35.9	14.5	Haz-Zabbar
MT.64	N11536394	35.9	14.5	Zabbar
MT.65	N11536396	35.9	14.4	Haz-Zebbug
MT.65	N11536396	35.9	14.4	Zebbug
MT.66	N11536399	36.1	14.2	Iz-Zebbug
MT.66	N11536399	36.1	14.2	Zebbug
MT.67	N11536499	35.9	14.5	Iz-Zejtun
MT.67	N11536499	35.9	14.5	Zejtun
MT.68	N11536501	35.8	14.5	Iz-Zurrieq
MT.68	N11536501	35.8	14.5	Zurrieq
MT.09	N11534049	35.9	14.5	Floriana
MT.09	N11534049	35.9	14.5	Floriana
MT.10	N11534050	36.0	14.2	Fontana
MT.10	N11534050	36.0	14.2	Fontana
MT.12	N11534052	36.1	14.2	Għarb
MT.12	N11534052	36.1	14.2	Gharb
MT.13	N11534054	35.9	14.5	Għargħur
MT.13	N11534054	35.9	14.5	Gharghur
MT.14	N11534055	36.1	14.2	Għasri
MT.14	N11534055	36.1	14.2	Ghasri
MT.15	N11534056	35.8	14.5	Għaxaq
MT.15	N11534056	35.8	14.5	Ghaxaq
MT.16	N11534057	35.9	14.5	Gudja
MT.16	N11534057	35.9	14.5	Gudja
MT.17	N11534058	35.9	14.5	Gżira
MT.17	N11534058	35.9	14.5	Gzira
MT.18	N11534059	35.9	14.5	Il-Hamrun
MT.18	N11534059	35.9	14.5	Hamrun
MT.19	N11534060	35.9	14.5	Iklin
MT.19	N11534060	35.9	14.5	Iklin
MT.20	N11534623	35.9	14.4	Imdina
MT.20	N11534623	35.9	14.4	Imdina
MT.21	N11534624	35.9	14.4	Imġarr
MT.21	N11534624	35.9	14.4	Imgarr
MT.22	N11534626	35.8	14.5	Imqabba
MT.22	N11534626	35.8	14.5	Imqabba
MT.23	N11534629	35.9	14.5	Imsida
MT.23	N11534629	35.9	14.5	Imsida
MT.24	N11534630	35.9	14.4	Imtarfa
MT.24	N11534630	35.9	14.4	Imtarfa
MT.25	N11534632	35.9	14.5	Isla
MT.25	N11534632	35.9	14.5	Isla
MT.26	N11534633	35.9	14.5	Il-Kalkara
MT.26	N11534633	35.9	14.5	Kalkara
MT.27	N11534634	36.0	14.2	Kerċem
MT.27	N11534634	36.0	14.2	Kercem
MT.28	N11534637	35.8	14.5	Hal Kirkop
MT.28	N11534637	35.8	14.5	Kirkop
MT.29	N11534638	35.9	14.4	Hal Lija
MT.29	N11534638	35.9	14.4	Lija
MT.30	N11534639	35.9	14.5	Hal Luqa
MT.30	N11534639	35.9	14.5	Luqa
MT.31	N11534640	35.9	14.5	Il-Marsa
MT.31	N11534640	35.9	14.5	Marsa
MT.34	N11534643	36.0	14.4	Il-Mellieha
MT.34	N11534643	36.0	14.4	Mellieha
MT.35	N11534644	35.9	14.4	Il-Mosta
MT.35	N11534644	35.9	14.4	Mosta
MT.36	N11534645	36.0	14.2	Il-Munxar
MT.36	N11534645	36.0	14.2	Munxar
MT.07	N11534044	35.9	14.4	Dingli
MT.07	N11534044	35.9	14.4	Dingli
MT.01	N11534002	35.9	14.4	Attard
MT.01	N11534002	35.9	14.4	Attard
MT.02	N11534034	35.9	14.5	Balzan
MT.02	N11534034	35.9	14.5	Balzan
MT.03	N11534037	35.9	14.5	Birgu
MT.03	N11534037	35.9	14.5	Birgu
MT.08	N11534047	35.9	14.5	Fgura
MT.08	N11534047	35.9	14.5	Fgura
OM.01	N374676	22.5	57.3	المنطقة الداخلية
OM.01	N374676	22.5	57.3	Al Mintaqah ad Dakhiliyah
OM.01	N374676	22.5	57.3	Ad Dakhiliyah
OM.01	N374676	22.5	57.3	Ad Dākhilīyah
OM.01	N374676	22.5	57.3	الداخلية
OM.01	N374676	22.5	57.3	الداخلية
OM.10	N10613592	24.2	56.1	Al Buraymī
OM.10	N10613592	24.2	56.1	البريمي
OM.10	N10613592	24.2	56.1	Al Buraymi
OM.10	N10613592	24.2	56.1	البريمي
OM.03	N374680	20.2	56.6	المنطقة الوسطى
OM.03	N374680	20.2	56.6	Al Mintaqah al Wusta
OM.03	N374680	20.2	56.6	Al Wusta
OM.03	N374680	20.2	56.6	Al Wusţá
OM.03	N374680	20.2	56.6	الوسطى
OM.03	N374680	20.2	56.6	الوسطى
OM.09	N374685	22.9	56.0	منطقة الظاهرة
OM.09	N374685	22.9	56.0	Mintaqat az Zahirah
OM.09	N374685	22.9	56.0	Az̧ Z̧āhirah
OM.09	N374685	22.9	56.0	الظاهرة
OM.09	N374685	22.9	56.0	Az Zahirah
OM.09	N374685	22.9	56.0	الظاهرة
OM.02	N374677	23.4	57.7	Mintaqat al Batinah
OM.02	N374677	23.4	57.7	Al Batinah South Governorate
OM.02	N374677	23.4	57.7	منطقة الباطنة
OM.02	N374677	23.4	57.7	Janub al Batinah
OM.02	N374677	23.4	57.7	Janūb al Bāţinah
OM.02	N374677	23.4	57.7	جنوب الباطنة
OM.02	N374677	23.4	57.7	جنوب الباطنة
OM.04	N374682	21.6	59.1	المنطقة الشرقية
OM.04	N374682	21.6	59.1	Al Mintaqah ash Sharqiyah
OM.04	N374682	21.6	59.1	Ash Sharqiyah South Governorate
OM.04	N374682	21.6	59.1	Janub ash Sharqiyah
OM.04	N374682	21.6	59.1	Janūb ash Sharqīyah
OM.04	N374682	21.6	59.1	جنوب الشرقية
OM.04	N374682	21.6	59.1	جنوب الشرقية
OM.06	N374689	23.3	58.7	Muscat Governorate
OM.06	N374689	23.3	58.7	Mintaqat Masqat
OM.06	N374689	23.3	58.7	Masqat
OM.06	N374689	23.3	58.7	Masqaţ
OM.06	N374689	23.3	58.7	محافظة مسقط
OM.06	N374689	23.3	58.7	مسقط
OM.07	N374690	26.0	56.3	Musandam
OM.07	N374690	26.0	56.3	Muhafazat Musandam
OM.07	N374690	26.0	56.3	مسندم
OM.07	N374690	26.0	56.3	محافظة مسندم
OM.11	N11612744	24.0	56.8	Al Batinah North Governorate
OM.11	N11612744	24.0	56.8	شمال الباطنة
OM.11	N11612744	24.0	56.8	شمال الباطنة
OM.11	N11612744	24.0	56.8	Muhafazat Shamal al Batinah
OM.11	N11612744	24.0	56.8	Shamal al Batinah
OM.12	N11612743	22.1	58.4	Ash Sharqiyah North Governorate
OM.12	N11612743	22.1	58.4	Shamal ash Sharqiyah
OM.12	N11612743	22.1	58.4	Muhafazat Shamal ash Sharqiyah
OM.12	N11612743	22.1	58.4	شمال الشرقية
OM.12	N11612743	22.1	58.4	شمال الشرقية
OM.08	N374691	18.5	54.2	Dhofar Governorate
OM.08	N374691	18.5	54.2	Zufar
OM.08	N374691	18.5	54.2	Muhafazat Zufar
OM.08	N374691	18.5	54.2	ظفار
OM.08	N374691	18.5	54.2	ظفار
MV.40	N239257	4.2	73.5	Maale
MV.40	N239257	4.2	73.5	Male
MV.40	N239257	4.2	73.5	Male
MV.0	N11269337	-0.5	73.2	South Province
MV.0	N11269337	-0.5	73.2	Dhekunu
MV.0	N11269337	-0.5	73.2	Dhekunu
MV.0	N11269338	0.5	73.2	Upper South Province
MV.0	N11269338	0.5	73.2	Mathi Dhekunu
MV.0	N11269338	0.5	73.2	Mathi Dhekunu
MV.0	N11269339	6.5	73.0	Upper North Province
MV.0	N11269339	6.5	73.0	Mathi Uthuru
MV.0	N11269339	6.5	73.0	Mathi Uthuru
MV.0	N11269340	3.0	73.2	Central Province
MV.0	N11269340	3.0	73.2	Medhu
MV.0	N11269340	3.0	73.2	Medhu
MV.0	N11269341	2.2	73.2	South Central Province
MV.0	N11269341	2.2	73.2	Medhu Dhekunu
MV.0	N11269341	2.2	73.2	Medhu Dhekunu
MV.0	N11269342	4.0	73.2	North Central Province
MV.0	N11269342	4.0	73.2	Medhu Uthuru
MV.0	N11269342	4.0	73.2	Medhu Uthuru
MV.0	N11269343	5.5	73.2	North Province
MV.0	N11269343	5.5	73.2	Uthuru
MV.0	N11269343	5.5	73.2	Uthuru
MV.56	N-1306405	3.8	72.8	Aliff Atoll
MV.56	N-1306405	3.8	72.8	Ari Atoll
MV.56	N-1306405	3.8	72.8	Alif Atoll
MV.56	N-1306405	3.8	72.8	Alifu Atoll
MV.56	N-1306405	3.8	72.8	Alifu
MV.56	N-1306405	3.8	72.8	Alifu Atholhu
MV.56	N-1306405	3.8	72.8	Ari Atholhu Dhekunuburi
MV.56	N-1306405	3.8	72.8	Ariatholhu Dhekunuburi
MV.56	N-1306405	3.8	72.8	South Ari Atoll
MV.57	N11269035	4.1	72.8	Ariatholhu Uthuruburi
MV.57	N11269035	4.1	72.8	Ari Atholhu Uthuruburi
MV.57	N11269035	4.1	72.8	North Ari Atoll
MV.58	N-1306807	5.4	73.5	Fadiffolu
MV.58	N-1306807	5.4	73.5	Faadhippolhu
MV.58	N-1306807	5.4	73.5	Lhaviyani Atoll
MV.58	N-1306807	5.4	73.5	Laviyani Atoll
MV.58	N-1306807	5.4	73.5	Lhaviyani Atholhu
MV.60	N-1306958	-0.3	73.4	Fuah Mulah
MV.60	N-1306958	-0.3	73.4	Fuammulah
MV.60	N-1306958	-0.3	73.4	Gnyaviyani Atoll
MV.60	N-1306958	-0.3	73.4	Naviyani Atoll
MV.60	N-1306958	-0.3	73.4	Fua Mulaku
MV.60	N-1306958	-0.3	73.4	Foammula
MV.60	N-1306958	-0.3	73.4	Fuvammulah
MV.60	N-1306958	-0.3	73.4	Nyaviyani
MV.60	N-1306958	-0.3	73.4	Gnaviyani Atoll
MV.60	N-1306958	-0.3	73.4	Gnaviyani Atholhu
MV.61	N-1306802	1.9	73.4	Hadhdhunmathee
MV.61	N-1306802	1.9	73.4	Haddumati Atoll
MV.61	N-1306802	1.9	73.4	Laam Atoll
MV.61	N-1306802	1.9	73.4	Hadhdhunmathi
MV.61	N-1306802	1.9	73.4	Hahdhunmathi
MV.61	N-1306802	1.9	73.4	Haddummati Atoll
MV.61	N-1306802	1.9	73.4	Haddunmati
MV.61	N-1306802	1.9	73.4	Lamu
MV.61	N-1306802	1.9	73.4	Laamu Atoll
MV.61	N-1306802	1.9	73.4	Laamu Atholhu
MV.63	N-1306573	0.6	73.3	Gaafu Aliff Atoll
MV.63	N-1306573	0.6	73.3	Gaaf Aliff
MV.63	N-1306573	0.6	73.3	Gaafu Alifu Atholhu
MV.63	N-1306573	0.6	73.3	Gaafu Alif
MV.63	N-1306573	0.6	73.3	Suvadiva North
MV.63	N-1306573	0.6	73.3	Gaaf-Alif Atoll
MV.63	N-1306573	0.6	73.3	Gaafu Alifu Atoll
MV.63	N-1306573	0.6	73.3	Huvadu North
MV.63	N-1306573	0.6	73.3	Suvadiva Atoll
MV.63	N-1306573	0.6	73.3	Huvadhu Atholhu Uthuruburi
MV.63	N-1306573	0.6	73.3	North Huvadhoo
MV.63	N-1306573	0.6	73.3	Gafu Alifu
MV.63	N-1306573	0.6	73.3	Huvadhuatholhu Uthuruburi
MV.63	N-1306573	0.6	73.3	North Huvadhu Atoll
MV.64	N-1307023	2.4	73.1	Ta
MV.64	N-1307023	2.4	73.1	Kolhumadulu
MV.64	N-1307023	2.4	73.1	Thaa Atholhu
MV.64	N-1307023	2.4	73.1	Kolumadulu Atoll
MV.64	N-1307023	2.4	73.1	Thaa Atoll
MV.65	N-1306695	4.4	73.5	Kaafu Atholhu
MV.65	N-1306695	4.4	73.5	Kafu
MV.65	N-1306695	4.4	73.5	Kaafu Atoll
MV.65	N-1306695	4.4	73.5	Maale Atholhu
MV.65	N-1306695	4.4	73.5	Kaaf Atoll
MV.65	N-1306695	4.4	73.5	Male Atoll
MV.65	N-1306695	4.4	73.5	Maaleatholhu
MV.65	N-1306695	4.4	73.5	Male Atoll
MV.65	N-1306695	4.4	73.5	Male
MV.66	N-1306424	5.1	73.0	Baa Atoll
MV.66	N-1306424	5.1	73.0	Ba
MV.66	N-1306424	5.1	73.0	Baa Atholhu
MV.66	N-1306424	5.1	73.0	South Malosmadulu Atoll
MV.66	N-1306424	5.1	73.0	Horsburgh Atoll
MV.66	N-1306424	5.1	73.0	Malosmadulu South
MV.66	N-1306424	5.1	73.0	Maalhosmadulu Dhekunuburi
MV.66	N-1306424	5.1	73.0	South Maalhosmadulu
MV.68	N-1306966	5.8	73.3	South Miladhummadul
MV.68	N-1306966	5.8	73.3	Nunu
MV.68	N-1306966	5.8	73.3	Noonu Atoll
MV.68	N-1306966	5.8	73.3	Noonu Atholhu
MV.68	N-1306966	5.8	73.3	Miladunmadulu South
MV.68	N-1306966	5.8	73.3	Miladummadulu Atoll South
MV.68	N-1306966	5.8	73.3	Miladhunmadulu Dhekunuburi
MV.68	N-1306966	5.8	73.3	South Miladhunmadulu
MV.70	N-1306918	3.0	73.5	Meemu Atholhu
MV.70	N-1306918	3.0	73.5	Meem Atoll
MV.70	N-1306918	3.0	73.5	Mimu
MV.70	N-1306918	3.0	73.5	Meemu Atoll
MV.70	N-1306918	3.0	73.5	Mulaku Atholhu
MV.70	N-1306918	3.0	73.5	Mulak Atholhu
MV.70	N-1306918	3.0	73.5	Mulakatholhu
MV.70	N-1306918	3.0	73.5	Mulaku Atoll
MV.71	N-1306455	2.9	73.0	South Nilandhoo
MV.71	N-1306455	2.9	73.0	Nilandhe Atholhu Dhekunuburi
MV.71	N-1306455	2.9	73.0	Nilandu South
MV.71	N-1306455	2.9	73.0	Dhaal Atoll
MV.71	N-1306455	2.9	73.0	Nilandu Atoll
MV.71	N-1306455	2.9	73.0	Dhaalu Atoll
MV.71	N-1306455	2.9	73.0	Dalu
MV.71	N-1306455	2.9	73.0	Dhaalu Atholhu
MV.71	N-1306455	2.9	73.0	Nilandheatholhu Dhekunuburi
MV.71	N-1306455	2.9	73.0	Daalu Atoll
MV.71	N-1306455	2.9	73.0	South Nilandhe Atoll
MV.74	N-1306608	7.0	73.0	Haa-Alif Atoll
MV.74	N-1306608	7.0	73.0	Haa Alifu Atholhu
MV.74	N-1306608	7.0	73.0	North Thiladhunmathee
MV.74	N-1306608	7.0	73.0	Ha Alifu
MV.74	N-1306608	7.0	73.0	Tiladunmati North
MV.74	N-1306608	7.0	73.0	Haa Aliff Atoll
